complaint_id,timestamp,area_id,area_name,district,state,latitude,longitude,transaction_type,complaint_category,transaction_amount,transaction_amount_bucket,time_to_report_mins,hour,day_of_week,is_weekend,previous_incident_count,area_atm_density,is_night_window,area_baseline_risk_score,label_generation_prob,target_cash_withdrawal_event,day_name,sin_hour,cos_hour,sin_day,cos_day,log_time_to_report,log_transaction_amount
NCRP-2026-SYN-001696,2026-08-04 13:48:40,AREA-IN-180,Industrial-Belt-District-D Marketplace & Trade Center Sector-10,Industrial-Belt-District-D,State-East-Zone,22.46167,88.454274,UPI_FRAUD,PHISHING_PORTAL,4300.0,LOW_UNDER_10K,68,13,1,0,9,32,0,0.414,0.7125,0,Tuesday,-0.258819,-0.965926,0.781831,0.62349,4.2341,8.3666
NCRP-2026-SYN-001697,2026-05-31 12:28:25,AREA-TE-153,Tech-Corridor-District-C University Campus Zone Sector-3,Tech-Corridor-District-C,State-South-Plateau,13.141404,77.529531,UPI_FRAUD,SEXTORTION_BLACKMAIL,6700.0,LOW_UNDER_10K,56,12,6,1,5,6,0,0.567,0.7124,1,Sunday,0.0,-1.0,-0.781831,0.62349,4.0431,8.81
NCRP-2026-SYN-001698,2026-07-02 22:18:29,AREA-CE-190,Central-Grid-District-E High-Density Transit Node Sector-5,Central-Grid-District-E,State-Central-Valley,21.126505,78.991819,AEPS_SPOOF,INVESTMENT_MULE_SCAM,5000.0,LOW_UNDER_10K,301,22,3,0,3,35,1,0.546,0.98,1,Thursday,-0.5,0.866025,0.433884,-0.900969,5.7104,8.5174
NCRP-2026-SYN-001699,2026-06-15 17:39:58,AREA-IN-179,Industrial-Belt-District-C High-Density Transit Node Sector-9,Industrial-Belt-District-C,State-East-Zone,22.578513,88.505412,UPI_FRAUD,INVESTMENT_MULE_SCAM,2200.0,LOW_UNDER_10K,98,17,0,0,13,30,0,0.846,0.9454,0,Monday,-0.965926,-0.258819,0.0,1.0,4.5951,7.6967
NCRP-2026-SYN-001700,2026-05-31 22:57:09,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.032743,72.943656,UPI_FRAUD,INVESTMENT_MULE_SCAM,4400.0,LOW_UNDER_10K,141,22,6,1,11,27,1,0.605,0.98,1,Sunday,-0.5,0.866025,-0.781831,0.62349,4.9558,8.3896
NCRP-2026-SYN-001701,2026-07-23 01:28:05,AREA-CA-121,Capital-Metro-District-C Commercial ATM Hub Sector-21,Capital-Metro-District-C,State-National-Capital,28.670904,77.106587,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,84,1,3,0,5,52,1,0.329,0.98,1,Thursday,0.258819,0.965926,0.433884,-0.900969,4.4427,9.2104
NCRP-2026-SYN-001702,2026-07-28 12:49:37,AREA-CE-187,Central-Grid-District-B Commercial ATM Hub Sector-2,Central-Grid-District-B,State-Central-Valley,21.134324,79.05359,UPI_FRAUD,INVESTMENT_MULE_SCAM,6400.0,LOW_UNDER_10K,556,12,1,0,8,52,0,0.726,0.98,1,Tuesday,0.0,-1.0,0.781831,0.62349,6.3226,8.7642
NCRP-2026-SYN-001703,2026-08-22 13:25:26,AREA-CA-117,Capital-Metro-District-E Marketplace & Trade Center Sector-17,Capital-Metro-District-E,State-National-Capital,28.611878,77.40696,CARD_SKIMMING,INVESTMENT_MULE_SCAM,27200.0,MID_10K_TO_50K,268,13,5,1,5,26,0,0.503,0.8192,0,Saturday,-0.258819,-0.965926,-0.974928,-0.222521,5.5947,10.211
NCRP-2026-SYN-001704,2026-07-05 12:11:29,AREA-IN-174,Industrial-Belt-District-D Marketplace & Trade Center Sector-4,Industrial-Belt-District-D,State-East-Zone,22.527225,88.378751,NET_BANKING_PHISHING,PHISHING_PORTAL,41400.0,MID_10K_TO_50K,6,12,6,1,16,37,0,0.753,0.8718,1,Sunday,0.0,-1.0,-0.781831,0.62349,1.9459,10.6311
NCRP-2026-SYN-001705,2026-08-08 00:57:12,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.439874,88.372877,AEPS_SPOOF,KYC_EXPIRY_SPOOF,10000.0,MID_10K_TO_50K,144,0,5,1,13,40,1,0.939,0.98,1,Saturday,0.0,1.0,-0.974928,-0.222521,4.9767,9.2104
NCRP-2026-SYN-001706,2026-07-22 11:20:44,AREA-CA-116,Capital-Metro-District-D High-Density Transit Node Sector-16,Capital-Metro-District-D,State-National-Capital,28.638901,77.198254,UPI_FRAUD,JOB_OFFER_FRAUD,14500.0,MID_10K_TO_50K,141,11,2,0,2,51,0,0.291,0.7485,1,Wednesday,0.258819,-0.965926,0.974928,-0.222521,4.9558,9.582
NCRP-2026-SYN-001707,2026-08-16 01:50:10,AREA-CE-187,Central-Grid-District-B Commercial ATM Hub Sector-2,Central-Grid-District-B,State-Central-Valley,21.127642,79.045894,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,29200.0,MID_10K_TO_50K,192,1,6,1,13,52,1,0.726,0.98,1,Sunday,0.258819,0.965926,-0.781831,0.62349,5.2627,10.282
NCRP-2026-SYN-001708,2026-06-09 14:45:28,AREA-TE-168,Tech-Corridor-District-F Tech Park Outskirts Sector-18,Tech-Corridor-District-F,State-South-Plateau,12.913701,77.474245,UPI_FRAUD,INVESTMENT_MULE_SCAM,30100.0,MID_10K_TO_50K,213,14,1,0,9,18,0,0.521,0.8093,0,Tuesday,-0.5,-0.866025,0.781831,0.62349,5.366,10.3123
NCRP-2026-SYN-001709,2026-08-14 10:33:45,AREA-FI-131,Financial-Hub-District-F Commercial ATM Hub Sector-6,Financial-Hub-District-F,State-West-Coast,19.119062,73.189037,UPI_FRAUD,JOB_OFFER_FRAUD,7700.0,LOW_UNDER_10K,160,10,4,0,8,51,0,0.63,0.8807,0,Friday,0.5,-0.866025,-0.433884,-0.900969,5.0814,8.9491
NCRP-2026-SYN-001710,2026-07-13 00:32:39,AREA-CE-191,Central-Grid-District-F Suburban Residential Zone Sector-6,Central-Grid-District-F,State-Central-Valley,21.09667,79.046999,UPI_FRAUD,INVESTMENT_MULE_SCAM,17900.0,MID_10K_TO_50K,50,0,0,0,5,13,1,0.29,0.8206,0,Monday,0.0,1.0,0.0,1.0,3.9318,9.7926
NCRP-2026-SYN-001711,2026-06-14 11:24:02,AREA-FI-139,Financial-Hub-District-B High-Density Transit Node Sector-14,Financial-Hub-District-B,State-West-Coast,19.19213,72.759781,AEPS_SPOOF,PHISHING_PORTAL,50000.0,MID_10K_TO_50K,237,11,6,1,3,35,0,0.365,0.8159,0,Sunday,0.258819,-0.965926,-0.781831,0.62349,5.4723,10.8198
NCRP-2026-SYN-001712,2026-06-15 02:36:55,AREA-TE-167,Tech-Corridor-District-E Commercial ATM Hub Sector-17,Tech-Corridor-District-E,State-South-Plateau,13.012443,77.623296,AEPS_SPOOF,INVESTMENT_MULE_SCAM,5000.0,LOW_UNDER_10K,5,2,0,0,15,45,1,0.726,0.98,1,Monday,0.5,0.866025,0.0,1.0,1.7918,8.5174
NCRP-2026-SYN-001713,2026-08-17 03:10:55,AREA-TE-165,Tech-Corridor-District-C Tech Park Outskirts Sector-15,Tech-Corridor-District-C,State-South-Plateau,13.130983,77.592637,UPI_FRAUD,INVESTMENT_MULE_SCAM,1400.0,LOW_UNDER_10K,156,3,0,0,4,24,1,0.473,0.98,1,Monday,0.707107,0.707107,0.0,1.0,5.0562,7.2449
NCRP-2026-SYN-001714,2026-06-12 13:45:03,AREA-TE-167,Tech-Corridor-District-E Commercial ATM Hub Sector-17,Tech-Corridor-District-E,State-South-Plateau,13.021437,77.629726,UPI_FRAUD,KYC_EXPIRY_SPOOF,4000.0,LOW_UNDER_10K,256,13,4,0,8,45,0,0.726,0.98,1,Friday,-0.258819,-0.965926,-0.433884,-0.900969,5.5491,8.2943
NCRP-2026-SYN-001715,2026-07-17 15:46:49,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.438464,88.370161,UPI_FRAUD,INVESTMENT_MULE_SCAM,14400.0,MID_10K_TO_50K,152,15,4,0,13,40,0,0.939,0.98,1,Friday,-0.707107,-0.707107,-0.433884,-0.900969,5.0304,9.5751
NCRP-2026-SYN-001716,2026-07-21 10:11:07,AREA-CA-104,Capital-Metro-District-D Commercial ATM Hub Sector-4,Capital-Metro-District-D,State-National-Capital,28.618169,77.088382,UPI_FRAUD,INVESTMENT_MULE_SCAM,78600.0,HIGH_50K_TO_200K,253,10,1,0,11,47,0,0.375,0.98,1,Tuesday,0.5,-0.866025,0.781831,0.62349,5.5373,11.2721
NCRP-2026-SYN-001717,2026-06-10 03:00:39,AREA-CA-105,Capital-Metro-District-E Tech Park Outskirts Sector-5,Capital-Metro-District-E,State-National-Capital,28.566812,77.190187,AEPS_SPOOF,KYC_EXPIRY_SPOOF,20000.0,MID_10K_TO_50K,110,3,2,0,11,25,1,0.572,0.98,1,Wednesday,0.707107,0.707107,0.974928,-0.222521,4.7095,9.9035
NCRP-2026-SYN-001718,2026-06-26 14:31:54,AREA-FI-135,Financial-Hub-District-D Industrial Cyber Cluster Sector-10,Financial-Hub-District-D,State-West-Coast,19.012169,72.863201,AEPS_SPOOF,SEXTORTION_BLACKMAIL,10000.0,MID_10K_TO_50K,5,14,4,0,9,58,0,0.463,0.7903,1,Friday,-0.5,-0.866025,-0.433884,-0.900969,1.7918,9.2104
NCRP-2026-SYN-001719,2026-07-27 08:00:38,AREA-CA-118,Capital-Metro-District-F Commercial ATM Hub Sector-18,Capital-Metro-District-F,State-National-Capital,28.702457,77.271514,AEPS_SPOOF,JOB_OFFER_FRAUD,5000.0,LOW_UNDER_10K,128,8,0,0,16,39,0,0.905,0.98,1,Monday,0.866025,-0.5,0.0,1.0,4.8598,8.5174
NCRP-2026-SYN-001720,2026-07-27 14:37:42,AREA-TE-158,Tech-Corridor-District-B Commercial ATM Hub Sector-8,Tech-Corridor-District-B,State-South-Plateau,13.031538,77.504932,NET_BANKING_PHISHING,PHISHING_PORTAL,4400.0,LOW_UNDER_10K,67,14,0,0,12,47,0,0.75,0.829,0,Monday,-0.5,-0.866025,0.0,1.0,4.2195,8.3896
NCRP-2026-SYN-001721,2026-07-24 14:28:05,AREA-TE-164,Tech-Corridor-District-B Tech Park Outskirts Sector-14,Tech-Corridor-District-B,State-South-Plateau,12.925296,77.525325,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,227,14,4,0,2,17,0,0.562,0.6896,1,Friday,-0.5,-0.866025,-0.433884,-0.900969,5.4293,9.2104
NCRP-2026-SYN-001722,2026-08-09 23:15:56,AREA-FI-140,Financial-Hub-District-C Industrial Cyber Cluster Sector-15,Financial-Hub-District-C,State-West-Coast,19.081302,72.847518,AEPS_SPOOF,PHISHING_PORTAL,10000.0,MID_10K_TO_50K,71,23,6,1,13,64,1,0.945,0.98,1,Sunday,-0.258819,0.965926,-0.781831,0.62349,4.2767,9.2104
NCRP-2026-SYN-001723,2026-08-03 14:40:35,AREA-CA-120,Capital-Metro-District-B Tech Park Outskirts Sector-20,Capital-Metro-District-B,State-National-Capital,28.541542,77.336427,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,213,14,0,0,9,31,0,0.412,0.8758,1,Monday,-0.5,-0.866025,0.0,1.0,5.366,9.2104
NCRP-2026-SYN-001724,2026-06-20 12:09:03,AREA-CE-189,Central-Grid-District-D Marketplace & Trade Center Sector-4,Central-Grid-District-D,State-Central-Valley,20.933657,79.084259,CARD_SKIMMING,PHISHING_PORTAL,7500.0,LOW_UNDER_10K,135,12,5,1,9,50,0,0.638,0.9543,1,Saturday,0.0,-1.0,-0.974928,-0.222521,4.9127,8.9228
NCRP-2026-SYN-001725,2026-08-16 01:09:54,AREA-TE-152,Tech-Corridor-District-B Industrial Cyber Cluster Sector-2,Tech-Corridor-District-B,State-South-Plateau,12.98182,77.588284,NET_BANKING_PHISHING,KYC_EXPIRY_SPOOF,12100.0,MID_10K_TO_50K,398,1,6,1,7,37,1,0.552,0.98,1,Sunday,0.258819,0.965926,-0.781831,0.62349,5.989,9.401
NCRP-2026-SYN-001726,2026-05-29 20:53:38,AREA-FI-135,Financial-Hub-District-D Industrial Cyber Cluster Sector-10,Financial-Hub-District-D,State-West-Coast,19.016852,72.869711,AEPS_SPOOF,JOB_OFFER_FRAUD,5000.0,LOW_UNDER_10K,138,20,4,0,12,58,0,0.463,0.98,1,Friday,-0.866025,0.5,-0.433884,-0.900969,4.9345,8.5174
NCRP-2026-SYN-001727,2026-07-02 13:05:03,AREA-FI-128,Financial-Hub-District-C University Campus Zone Sector-3,Financial-Hub-District-C,State-West-Coast,19.061039,72.935206,UPI_FRAUD,KYC_EXPIRY_SPOOF,3800.0,LOW_UNDER_10K,129,13,3,0,3,12,0,0.32,0.5941,0,Thursday,-0.258819,-0.965926,0.433884,-0.900969,4.8675,8.243
NCRP-2026-SYN-001728,2026-06-07 14:11:10,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.030777,72.947073,UPI_FRAUD,PHISHING_PORTAL,23700.0,MID_10K_TO_50K,394,14,6,1,9,27,0,0.605,0.8946,1,Sunday,-0.5,-0.866025,-0.781831,0.62349,5.9789,10.0733
NCRP-2026-SYN-001729,2026-08-19 13:42:44,AREA-FI-138,Financial-Hub-District-A Tech Park Outskirts Sector-13,Financial-Hub-District-A,State-West-Coast,18.817448,72.800676,SIM_CLONE_FRAUD,JOB_OFFER_FRAUD,1700.0,LOW_UNDER_10K,90,13,2,0,14,17,0,0.677,0.7643,0,Wednesday,-0.258819,-0.965926,0.974928,-0.222521,4.5109,7.439
NCRP-2026-SYN-001730,2026-08-22 02:50:35,AREA-CE-188,Central-Grid-District-C Marketplace & Trade Center Sector-3,Central-Grid-District-C,State-Central-Valley,21.04709,78.980731,CARD_SKIMMING,KYC_EXPIRY_SPOOF,83800.0,HIGH_50K_TO_200K,47,2,5,1,8,45,1,0.761,0.98,1,Saturday,0.5,0.866025,-0.974928,-0.222521,3.8712,11.3362
NCRP-2026-SYN-001731,2026-06-16 23:47:37,AREA-IN-185,Industrial-Belt-District-C High-Density Transit Node Sector-15,Industrial-Belt-District-C,State-East-Zone,22.581916,88.422459,UPI_FRAUD,INVESTMENT_MULE_SCAM,900.0,LOW_UNDER_10K,7,23,1,0,7,39,1,0.589,0.9496,0,Tuesday,-0.258819,0.965926,0.781831,0.62349,2.0794,6.8035
NCRP-2026-SYN-001732,2026-07-10 01:05:49,AREA-CA-115,Capital-Metro-District-C Suburban Residential Zone Sector-15,Capital-Metro-District-C,State-National-Capital,28.502705,77.180271,UPI_FRAUD,INVESTMENT_MULE_SCAM,57300.0,HIGH_50K_TO_200K,484,1,4,0,5,7,1,0.347,0.7994,0,Friday,0.258819,0.965926,-0.433884,-0.900969,6.1841,10.9561
NCRP-2026-SYN-001733,2026-07-02 13:57:24,AREA-IN-176,Industrial-Belt-District-F Industrial Cyber Cluster Sector-6,Industrial-Belt-District-F,State-East-Zone,22.600121,88.311311,UPI_FRAUD,INVESTMENT_MULE_SCAM,9500.0,LOW_UNDER_10K,328,13,3,0,13,64,0,0.657,0.9655,1,Thursday,-0.258819,-0.965926,0.433884,-0.900969,5.7961,9.1592
NCRP-2026-SYN-001734,2026-06-02 21:53:35,AREA-TE-154,Tech-Corridor-District-D Industrial Cyber Cluster Sector-4,Tech-Corridor-District-D,State-South-Plateau,12.808593,77.550942,AEPS_SPOOF,INVESTMENT_MULE_SCAM,5000.0,LOW_UNDER_10K,232,21,1,0,5,52,1,0.444,0.98,1,Tuesday,-0.707107,0.707107,0.781831,0.62349,5.451,8.5174
NCRP-2026-SYN-001735,2026-06-02 05:08:07,AREA-IN-176,Industrial-Belt-District-F Industrial Cyber Cluster Sector-6,Industrial-Belt-District-F,State-East-Zone,22.605134,88.317771,UPI_FRAUD,JOB_OFFER_FRAUD,3900.0,LOW_UNDER_10K,58,5,1,0,6,64,0,0.657,0.8621,0,Tuesday,0.965926,0.258819,0.781831,0.62349,4.0775,8.269
NCRP-2026-SYN-001736,2026-08-21 03:21:33,AREA-TE-167,Tech-Corridor-District-E Commercial ATM Hub Sector-17,Tech-Corridor-District-E,State-South-Plateau,13.012225,77.617289,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,159100.0,HIGH_50K_TO_200K,29,3,4,0,6,45,1,0.726,0.98,1,Friday,0.707107,0.707107,-0.433884,-0.900969,3.4012,11.9773
NCRP-2026-SYN-001737,2026-07-16 08:44:13,AREA-FI-130,Financial-Hub-District-E Marketplace & Trade Center Sector-5,Financial-Hub-District-E,State-West-Coast,19.162897,72.961973,SIM_CLONE_FRAUD,JOB_OFFER_FRAUD,20800.0,MID_10K_TO_50K,126,8,3,0,5,37,0,0.568,0.7669,0,Thursday,0.866025,-0.5,0.433884,-0.900969,4.8442,9.9428
NCRP-2026-SYN-001738,2026-08-11 12:36:46,AREA-CA-121,Capital-Metro-District-C Commercial ATM Hub Sector-21,Capital-Metro-District-C,State-National-Capital,28.678504,77.117283,UPI_FRAUD,INVESTMENT_MULE_SCAM,1600.0,LOW_UNDER_10K,82,12,1,0,2,52,0,0.329,0.7348,0,Tuesday,0.0,-1.0,0.781831,0.62349,4.4188,7.3784
NCRP-2026-SYN-001739,2026-08-13 10:05:30,AREA-CE-199,Central-Grid-District-B Tech Park Outskirts Sector-14,Central-Grid-District-B,State-Central-Valley,21.111637,79.026692,SIM_CLONE_FRAUD,JOB_OFFER_FRAUD,42200.0,MID_10K_TO_50K,12,10,3,0,3,15,0,0.656,0.5169,0,Thursday,0.5,-0.866025,0.433884,-0.900969,2.5649,10.6502
NCRP-2026-SYN-001740,2026-08-21 22:50:45,AREA-IN-176,Industrial-Belt-District-F Industrial Cyber Cluster Sector-6,Industrial-Belt-District-F,State-East-Zone,22.601431,88.307189,AEPS_SPOOF,KYC_EXPIRY_SPOOF,2000.0,LOW_UNDER_10K,226,22,4,0,9,64,1,0.657,0.98,1,Friday,-0.5,0.866025,-0.433884,-0.900969,5.425,7.6014
NCRP-2026-SYN-001741,2026-06-30 11:54:20,AREA-CA-125,Capital-Metro-District-A Tech Park Outskirts Sector-25,Capital-Metro-District-A,State-National-Capital,28.68493,77.236663,CARD_SKIMMING,JOB_OFFER_FRAUD,41800.0,MID_10K_TO_50K,81,11,1,0,9,24,0,0.517,0.6501,0,Tuesday,0.258819,-0.965926,0.781831,0.62349,4.4067,10.6407
NCRP-2026-SYN-001742,2026-06-27 13:39:22,AREA-FI-150,Financial-Hub-District-A Suburban Residential Zone Sector-25,Financial-Hub-District-A,State-West-Coast,19.146165,72.872674,UPI_FRAUD,PHISHING_PORTAL,1300.0,LOW_UNDER_10K,78,13,5,1,6,7,0,0.403,0.6354,0,Saturday,-0.258819,-0.965926,-0.974928,-0.222521,4.3694,7.1709
NCRP-2026-SYN-001743,2026-06-10 20:31:33,AREA-TE-153,Tech-Corridor-District-C University Campus Zone Sector-3,Tech-Corridor-District-C,State-South-Plateau,13.14684,77.532448,UPI_FRAUD,INVESTMENT_MULE_SCAM,2200.0,LOW_UNDER_10K,177,20,2,0,6,6,0,0.567,0.7801,1,Wednesday,-0.866025,0.5,0.974928,-0.222521,5.1818,7.6967
NCRP-2026-SYN-001744,2026-08-13 14:51:11,AREA-TE-153,Tech-Corridor-District-C University Campus Zone Sector-3,Tech-Corridor-District-C,State-South-Plateau,13.145135,77.536899,UPI_FRAUD,INVESTMENT_MULE_SCAM,21400.0,MID_10K_TO_50K,213,14,3,0,12,6,0,0.567,0.7064,1,Thursday,-0.5,-0.866025,0.433884,-0.900969,5.366,9.9712
NCRP-2026-SYN-001745,2026-08-11 16:18:12,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.02744,72.945877,CARD_SKIMMING,SEXTORTION_BLACKMAIL,10200.0,MID_10K_TO_50K,57,16,1,0,12,27,0,0.605,0.8347,1,Tuesday,-0.866025,-0.5,0.781831,0.62349,4.0604,9.2302
NCRP-2026-SYN-001746,2026-05-25 13:29:40,AREA-CE-194,Central-Grid-District-C High-Density Transit Node Sector-9,Central-Grid-District-C,State-Central-Valley,21.117602,79.063409,UPI_FRAUD,KYC_EXPIRY_SPOOF,2700.0,LOW_UNDER_10K,145,13,0,0,7,41,0,0.342,0.9139,1,Monday,-0.258819,-0.965926,0.0,1.0,4.9836,7.9014
NCRP-2026-SYN-001747,2026-06-09 21:13:51,AREA-CA-112,Capital-Metro-District-F Tech Park Outskirts Sector-12,Capital-Metro-District-F,State-National-Capital,28.623762,77.195203,NET_BANKING_PHISHING,KYC_EXPIRY_SPOOF,3800.0,LOW_UNDER_10K,59,21,1,0,6,19,1,0.409,0.8504,0,Tuesday,-0.707107,0.707107,0.781831,0.62349,4.0943,8.243
NCRP-2026-SYN-001748,2026-08-11 02:26:02,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.446014,88.357886,CARD_SKIMMING,PHISHING_PORTAL,15200.0,MID_10K_TO_50K,353,2,1,0,17,40,1,0.939,0.98,1,Tuesday,0.5,0.866025,0.781831,0.62349,5.8693,9.6291
NCRP-2026-SYN-001749,2026-07-06 11:51:40,AREA-FI-150,Financial-Hub-District-A Suburban Residential Zone Sector-25,Financial-Hub-District-A,State-West-Coast,19.13476,72.866593,AEPS_SPOOF,PHISHING_PORTAL,2000.0,LOW_UNDER_10K,52,11,0,0,8,7,0,0.403,0.574,0,Monday,0.258819,-0.965926,0.0,1.0,3.9703,7.6014
NCRP-2026-SYN-001750,2026-06-21 10:12:44,AREA-CE-192,Central-Grid-District-A High-Density Transit Node Sector-7,Central-Grid-District-A,State-Central-Valley,21.254871,78.917326,UPI_FRAUD,INVESTMENT_MULE_SCAM,5700.0,LOW_UNDER_10K,53,10,6,1,6,28,0,0.437,0.9341,0,Sunday,0.5,-0.866025,-0.781831,0.62349,3.989,8.6484
NCRP-2026-SYN-001751,2026-06-30 12:04:19,AREA-TE-170,Tech-Corridor-District-B Commercial ATM Hub Sector-20,Tech-Corridor-District-B,State-South-Plateau,13.037958,77.743984,AEPS_SPOOF,INVESTMENT_MULE_SCAM,5000.0,LOW_UNDER_10K,40,12,1,0,10,47,0,0.566,0.9199,1,Tuesday,0.0,-1.0,0.781831,0.62349,3.7136,8.5174
NCRP-2026-SYN-001752,2026-07-02 17:20:49,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.437914,88.367042,AEPS_SPOOF,KYC_EXPIRY_SPOOF,20000.0,MID_10K_TO_50K,884,17,3,0,8,40,0,0.939,0.98,1,Thursday,-0.965926,-0.258819,0.433884,-0.900969,6.7856,9.9035
NCRP-2026-SYN-001753,2026-05-25 13:21:21,AREA-IN-181,Industrial-Belt-District-E Commercial ATM Hub Sector-11,Industrial-Belt-District-E,State-East-Zone,22.540082,88.301564,UPI_FRAUD,INVESTMENT_MULE_SCAM,3900.0,LOW_UNDER_10K,361,13,0,0,6,40,0,0.676,0.98,1,Monday,-0.258819,-0.965926,0.0,1.0,5.8916,8.269
NCRP-2026-SYN-001754,2026-07-14 23:39:01,AREA-FI-140,Financial-Hub-District-C Industrial Cyber Cluster Sector-15,Financial-Hub-District-C,State-West-Coast,19.071521,72.840859,UPI_FRAUD,INVESTMENT_MULE_SCAM,7800.0,LOW_UNDER_10K,554,23,1,0,8,64,1,0.945,0.98,0,Tuesday,-0.258819,0.965926,0.781831,0.62349,6.319,8.962
NCRP-2026-SYN-001755,2026-06-16 17:53:21,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.032414,72.943013,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,109800.0,HIGH_50K_TO_200K,133,17,1,0,8,27,0,0.605,0.8059,1,Tuesday,-0.965926,-0.258819,0.781831,0.62349,4.8978,11.6064
NCRP-2026-SYN-001756,2026-08-19 12:30:51,AREA-TE-158,Tech-Corridor-District-B Commercial ATM Hub Sector-8,Tech-Corridor-District-B,State-South-Plateau,13.027605,77.504664,UPI_FRAUD,INVESTMENT_MULE_SCAM,8700.0,LOW_UNDER_10K,43,12,2,0,12,47,0,0.75,0.98,1,Wednesday,0.0,-1.0,0.974928,-0.222521,3.7842,9.0712
NCRP-2026-SYN-001757,2026-05-29 00:30:09,AREA-TE-168,Tech-Corridor-District-F Tech Park Outskirts Sector-18,Tech-Corridor-District-F,State-South-Plateau,12.914204,77.482288,UPI_FRAUD,INVESTMENT_MULE_SCAM,11900.0,MID_10K_TO_50K,96,0,4,0,1,18,1,0.521,0.846,1,Friday,0.0,1.0,-0.433884,-0.900969,4.5747,9.3844
NCRP-2026-SYN-001758,2026-08-13 14:55:34,AREA-IN-175,Industrial-Belt-District-E Commercial ATM Hub Sector-5,Industrial-Belt-District-E,State-East-Zone,22.617713,88.480239,UPI_FRAUD,PHISHING_PORTAL,24000.0,MID_10K_TO_50K,51,14,3,0,7,44,0,0.699,0.9261,0,Thursday,-0.5,-0.866025,0.433884,-0.900969,3.9512,10.0859
NCRP-2026-SYN-001759,2026-07-06 14:52:26,AREA-IN-178,Industrial-Belt-District-B High-Density Transit Node Sector-8,Industrial-Belt-District-B,State-East-Zone,22.644585,88.335289,UPI_FRAUD,PHISHING_PORTAL,16800.0,MID_10K_TO_50K,73,14,0,0,6,33,0,0.356,0.7336,0,Monday,-0.5,-0.866025,0.0,1.0,4.3041,9.7292
NCRP-2026-SYN-001760,2026-06-01 20:19:36,AREA-FI-150,Financial-Hub-District-A Suburban Residential Zone Sector-25,Financial-Hub-District-A,State-West-Coast,19.140444,72.864321,CARD_SKIMMING,INVESTMENT_MULE_SCAM,31200.0,MID_10K_TO_50K,273,20,0,0,7,7,0,0.403,0.7207,1,Monday,-0.866025,0.5,0.0,1.0,5.6131,10.3482
NCRP-2026-SYN-001761,2026-08-19 16:34:01,AREA-TE-153,Tech-Corridor-District-C University Campus Zone Sector-3,Tech-Corridor-District-C,State-South-Plateau,13.136287,77.537322,CARD_SKIMMING,JOB_OFFER_FRAUD,15300.0,MID_10K_TO_50K,58,16,2,0,5,6,0,0.567,0.6288,0,Wednesday,-0.866025,-0.5,0.974928,-0.222521,4.0775,9.6357
NCRP-2026-SYN-001762,2026-06-20 20:21:51,AREA-IN-179,Industrial-Belt-District-C High-Density Transit Node Sector-9,Industrial-Belt-District-C,State-East-Zone,22.574437,88.49847,UPI_FRAUD,KYC_EXPIRY_SPOOF,10600.0,MID_10K_TO_50K,64,20,5,1,14,30,0,0.846,0.98,1,Saturday,-0.866025,0.5,-0.974928,-0.222521,4.1744,9.2687
NCRP-2026-SYN-001763,2026-07-09 14:09:17,AREA-TE-158,Tech-Corridor-District-B Commercial ATM Hub Sector-8,Tech-Corridor-District-B,State-South-Plateau,13.024101,77.499292,UPI_FRAUD,INVESTMENT_MULE_SCAM,3900.0,LOW_UNDER_10K,631,14,3,0,12,47,0,0.75,0.98,1,Thursday,-0.5,-0.866025,0.433884,-0.900969,6.4489,8.269
NCRP-2026-SYN-001764,2026-05-28 11:24:40,AREA-FI-145,Financial-Hub-District-B Commercial ATM Hub Sector-20,Financial-Hub-District-B,State-West-Coast,19.183721,72.877703,SIM_CLONE_FRAUD,PHISHING_PORTAL,12900.0,MID_10K_TO_50K,155,11,3,0,7,41,0,0.657,0.9417,1,Thursday,0.258819,-0.965926,0.433884,-0.900969,5.0499,9.4651
